,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,amenity,drinking_water,internet_access,start_date,theatre,wikipedia,geometry,osm_type,building,building:levels,gambling,source
108,,,34356845,1456170321,,"{""note"":""Teatro coperto con estensione ed anfiteatro su area esterna""}",5,,,,,,Teatro Gregotti,,"Facoltà di Lettere, Università degli Studi di Palermo",,,theatre,,,,,,"POLYGON ((13.3440563 38.0999844, 13.3439603 38.0999038, 13.3440367 38.0998559, 13.3439075 38.0997265, 13.3439605 38.0996838, 13.3443246 38.0997043, 13.344394 38.0997641, 13.3442311 38.0998806, 13.3443392 38.0999813, 13.3441976 38.1000846, 13.344076 38.0999711, 13.3440563 38.0999844))",way,,,,
109,,,44333899,1643732368,,"{""theatre:type"":""amphi""}",2,,,,,,,,,,,theatre,,,,,,"POLYGON ((13.3484189 38.1033923, 13.3486419 38.1033962, 13.3486903 38.1033728, 13.3486988 38.1033308, 13.3488625 38.103227, 13.3487412 38.1031259, 13.3487379 38.1030349, 13.3487534 38.1030211, 13.3487555 38.1029896, 13.34873 38.1029629, 13.34861 38.1030328, 13.3486386 38.1030618, 13.3484709 38.1031682, 13.3484598 38.1031583, 13.3484254 38.1031822, 13.3484189 38.1033923))",way,,,,
110,,,44686836,1263046791,,,2,,,,,,Teatro delle Palme,,,,,theatre,,,,,,"POLYGON ((13.4422896 38.0774988, 13.4424073 38.0774342, 13.4424806 38.077372, 13.4423613 38.0771908, 13.4421393 38.0772621, 13.4422896 38.0774988))",way,,,,
111,,,71911794,1555935601,,,4,,,,,,Supercinema Bagheria,,,,,cinema,,,,,,"POLYGON ((13.5024601 38.0778952, 13.5025183 38.0775588, 13.5027678 38.0775855, 13.5027096 38.0779219, 13.5024601 38.0778952))",way,yes,4,,
112,,,73411229,1515722276,,"{""natural"":""water"",""water"":""basin""}",4,,,,,,Fontana della Sirenetta,,,,,fountain,,,,,,"POLYGON ((13.3265676 38.2076908, 13.3265468 38.2076851, 13.3265295 38.2076743, 13.3265177 38.2076598, 13.3265126 38.207643, 13.3265148 38.2076258, 13.3265241 38.2076101, 13.3265394 38.2075977, 13.326559 38.2075899, 13.3265808 38.2075875, 13.3266024 38.207591, 13.3266193 38.2075985, 13.3266327 38.2076095, 13.3266414 38.2076231, 13.3266448 38.2076381, 13.3266424 38.2076532, 13.3266346 38.2076672, 13.326622 38.2076788, 13.3266056 38.207687, 13.326587 38.2076911, 13.3265676 38.2076908))",way,,,,
113,,,86672126,1515456973,,"{""natural"":""water"",""water"":""basin""}",5,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3551196 38.1124439, 13.3551024 38.1124186, 13.3550964 38.1123903, 13.3551024 38.112362, 13.3551197 38.1123368, 13.3551464 38.1123173, 13.3551797 38.1123056, 13.355216 38.112303, 13.3552514 38.1123097, 13.3552822 38.1123251, 13.3553052 38.1123478, 13.3553175 38.1123751, 13.3553179 38.1124041, 13.3553061 38.1124316, 13.3552836 38.1124546, 13.3552528 38.1124706, 13.3552171 38.1124778, 13.3551804 38.1124753, 13.3551466 38.1124636, 13.3551196 38.1124439))",way,,,,
114,,,106620962,1301568376,,"{""contact:website"":""http://www.scaleaclub.com/""}",1,,,,,,Scalea Club,,,,,nightclub,,,,,,"POLYGON ((13.3074691 38.1779668, 13.3081824 38.1771285, 13.3079197 38.1769487, 13.3076755 38.1772199, 13.3076073 38.1773025, 13.3075552 38.1773666, 13.3074421 38.1774933, 13.3072223 38.1778155, 13.3074691 38.1779668))",way,,,,
115,,,153050970,1448959932,,"{""highway"":""pedestrian"",""wheelchair"":""yes""}",7,,,,,,,,,,,theatre,,,,,,"POLYGON ((13.3404177 38.0987043, 13.3402747 38.0987247, 13.3402694 38.0986932, 13.3402642 38.0986644, 13.3402644 38.0986289, 13.3402756 38.0985968, 13.3402894 38.0985698, 13.3403098 38.0985442, 13.3403822 38.0984988, 13.3404592 38.0984623, 13.3405445 38.0984524, 13.3406223 38.098464, 13.340681 38.0984868, 13.3407229 38.0985125, 13.3407559 38.0985412, 13.3407865 38.0985849, 13.3407964 38.0986116, 13.3408042 38.0986364, 13.3406585 38.0986571, 13.3406785 38.0987299, 13.3406616 38.098732, 13.3406665 38.0987538, 13.3404446 38.0987902, 13.3404382 38.0987687, 13.3404287 38.0987695, 13.3404177 38.0987043))",way,,,,
116,,,153253754,1592063194,,,5,,,,,,Fontana del Tritone,,,,,fountain,,,,,,"POLYGON ((13.2918723 38.0824159, 13.2918603 38.0824133, 13.29185 38.0824078, 13.2918424 38.0824001, 13.2918381 38.0823909, 13.2918377 38.0823812, 13.2918411 38.0823718, 13.291849 38.082363, 13.2918602 38.0823568, 13.2918735 38.082354, 13.2918871 38.0823549, 13.2918995 38.0823594, 13.2919093 38.082367, 13.2919151 38.0823768, 13.2919164 38.0823875, 13.2919129 38.082398, 13.2919061 38.0824061, 13.2918963 38.0824122, 13.2918847 38.0824155, 13.2918723 38.0824159))",way,,,,
117,,,172590335,1469425586,,,3,,,,,,Fontana di Venere Ciprigna,,,,,fountain,yes,,C15,,,"POLYGON ((14.0879534 37.9311407, 14.0879695 37.9311001, 14.0879897 37.9311051, 14.0879736 37.9311457, 14.0879534 37.9311407))",way,,,,
118,,,217123432,1496217111,,,2,,,,,,Teatro Parco Urbano di Finale,,,,,theatre,,,,,,"POLYGON ((14.1645124 38.0182941, 14.164617 38.0183111, 14.1647002 38.0182751, 14.1647619 38.0181969, 14.1650113 38.0181019, 14.1650302 38.0180156, 14.1649952 38.0179539, 14.1649551 38.0179015, 14.1648691 38.0178673, 14.1647699 38.0178736, 14.164448 38.0180511, 14.1644427 38.0181314, 14.1644132 38.0181758, 14.1644105 38.0182054, 14.1644562 38.0182586, 14.1644884 38.0182861, 14.1645124 38.0182941))",way,,,,
119,,,240817280,1539778545,,"{""artist_name"":""Ignazio Marabitti"",""wikidata"":""Q3747361""}",6,,,,,,Fontana del Pescatore,,,,,fountain,,,1768,,it:Fontana del Pescatore,"POLYGON ((13.3047205 38.0916757, 13.3047126 38.0916805, 13.304707 38.0916869, 13.3047042 38.0916945, 13.3047045 38.0917023, 13.3047078 38.0917097, 13.3047139 38.0917159, 13.3047222 38.0917203, 13.3047317 38.0917225, 13.3047427 38.0917221, 13.3047529 38.0917187, 13.3047611 38.0917128, 13.3047661 38.0917051, 13.3047675 38.0916965, 13.3047651 38.091688, 13.3047591 38.0916807, 13.3047503 38.0916754, 13.3047398 38.0916728, 13.3047298 38.091673, 13.3047205 38.0916757))",way,,,,
120,,,240817282,1589262661,,,2,,,,,,Fontana del Drago,,,,,fountain,,,,,,"POLYGON ((13.3026644 38.0914939, 13.3026906 38.0915145, 13.3027033 38.0915045, 13.3026772 38.0914839, 13.3026644 38.0914939))",way,,,,
121,,,278475128,1550157998,,,3,Palermo,5,,Via Don Orione,,Teatro Orione,,Opera Don Orione,,www.teatropalermo.it,theatre,,wlan,,,,"POLYGON ((13.3611119 38.1425261, 13.3610816 38.1426724, 13.3610795 38.1426824, 13.3613907 38.1427229, 13.3613933 38.1427107, 13.3614174 38.1427139, 13.3613995 38.1427988, 13.3614888 38.1428104, 13.3617795 38.1428458, 13.3618246 38.1426164, 13.3611119 38.1425261))",way,yes,,,Comune di Palermo
122,,,278477746,1630234870,,"{""wheelchair"":""yes"",""wikidata"":""Q3981989""}",2,Palermo,123,90143,Via Autonomia Siciliana,,Teatro tenda Franco Zappalà,,Famiglia Zappalà,,,theatre,,,1996,,it:Teatro Franco Zappalà,"POLYGON ((13.3547027 38.1417622, 13.3549622 38.1414382, 13.354911 38.1414126, 13.3549501 38.1413637, 13.3547749 38.1412763, 13.3547345 38.1413268, 13.3546814 38.1413004, 13.3544437 38.1415972, 13.3544518 38.1416013, 13.3544275 38.1416317, 13.3544632 38.1416495, 13.3544254 38.1416966, 13.3546221 38.141795, 13.354664 38.1417429, 13.3547027 38.1417622))",way,yes,,,local knowledge
123,,,279882518,1585077012,,"{""alt_name"":""Real Teatro di Santa Cecilia"",""capacity"":""336""}",3,,,,Piazza Teatro Santa Cecilia,,Teatro Santa Cecilia,,,,,theatre,,,,,it:Teatro Santa Cecilia,"POLYGON ((13.3660298 38.1140845, 13.3660207 38.1140566, 13.3660498 38.1140466, 13.3660233 38.113988, 13.3660719 38.1139638, 13.3660357 38.113906, 13.3658592 38.1139706, 13.3658366 38.1139398, 13.365614 38.1140188, 13.3656255 38.1140481, 13.3655626 38.1140706, 13.3656382 38.1142116, 13.3660298 38.1140845))",way,yes,,,Comune di Palermo
124,,,280093356,1626630140,,,3,Palermo,109,90146,Via Ugo La Malfa,,Formula Bingo,Mo-Su 10:00-02:00,,,,gambling,,,,,,"POLYGON ((13.3147079 38.1623515, 13.3146975 38.1623694, 13.3147255 38.1623798, 13.3153669 38.1626171, 13.3155433 38.1626628, 13.315605 38.1625544, 13.3156519 38.162472, 13.3148102 38.1621678, 13.3147611 38.1622525, 13.3147287 38.1622407, 13.3145711 38.1621838, 13.314563 38.1621977, 13.314555 38.1621948, 13.3145154 38.162263, 13.3145229 38.1622657, 13.3145138 38.1622813, 13.3147079 38.1623515))",way,yes,,bingo,Comune di Palermo
125,,,317811687,1643134554,,,2,,,,,,Cinema De Seta,,,,,cinema,,,,,,"POLYGON ((13.3374771 38.1187214, 13.3376822 38.1187593, 13.3377838 38.1184191, 13.3375787 38.1183812, 13.3374771 38.1187214))",way,yes,1,,
126,,,317812853,1534269092,,,2,,,,,,Fontana del dragone,,,,,fountain,,,,,it:Fontana dei due Draghi,"POLYGON ((13.3461519 38.1093507, 13.346164 38.1093189, 13.3461524 38.109287, 13.3461207 38.1092652, 13.346079 38.1092603, 13.3460406 38.1092739, 13.3460176 38.1093017, 13.3461519 38.1093507))",way,,,,
127,,,332572248,1539778543,,"{""capacity"":""950"",""wikidata"":""Q3516748""}",4,,258,,Via Roma,,Teatro Biondo,,,,http://teatrobiondo.it/,theatre,,,,,it:Teatro Biondo,"POLYGON ((13.3624849 38.1175202, 13.3627928 38.1176177, 13.3628423 38.1176157, 13.3628987 38.1175989, 13.3629389 38.1175693, 13.362963 38.1175355, 13.3629711 38.1174955, 13.3629657 38.1174617, 13.3629416 38.1174258, 13.3629067 38.1173899, 13.362845 38.1173667, 13.3627163 38.1173372, 13.3625922 38.1173053, 13.3624849 38.1175202))",way,yes,,,
128,,,338438409,1496217112,,,2,,,,,,Teatro Pietra Rosa,,,,,theatre,,,,,,"POLYGON ((14.1433257 37.9924509, 14.1433638 37.9924734, 14.1433879 37.9924967, 14.1434255 37.9925178, 14.1434759 37.9925481, 14.1435161 37.9925524, 14.143559 37.9925545, 14.1436132 37.9925368, 14.143661 37.9925164, 14.1437307 37.9924805, 14.1437548 37.9924446, 14.143787 37.9924129, 14.1438112 37.992379, 14.1438085 37.9923537, 14.1438085 37.992305, 14.1437983 37.9922684, 14.1437817 37.9922353, 14.1437602 37.9922142, 14.1437146 37.992193, 14.1436937 37.9921817, 14.1436529 37.9922163, 14.1436373 37.9922599, 14.1436019 37.992305, 14.1435596 37.9923572, 14.1434871 37.9923952, 14.1434383 37.9924129, 14.1433713 37.9924298, 14.1433257 37.9924509))",way,,,,
129,,,353991847,1434435645,,,1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.4718733 37.9305747, 13.4718811 37.9305806, 13.4718909 37.9305842, 13.4719015 37.9305851, 13.4719125 37.9305832, 13.4719221 37.9305785, 13.4719291 37.9305716, 13.4719329 37.9305633, 13.4719329 37.9305544, 13.4719291 37.930546, 13.4719221 37.9305391, 13.4719125 37.9305344, 13.4719015 37.9305325, 13.4718908 37.9305335, 13.4718811 37.9305371, 13.4718733 37.930543, 13.4718683 37.9305505, 13.4718666 37.9305588, 13.4718683 37.9305672, 13.4718733 37.9305747))",way,,,,
130,,,362267197,1437838117,,,1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.0827154 38.153254, 13.0827184 38.1532484, 13.0827238 38.1532442, 13.0827309 38.1532419, 13.0827386 38.153242, 13.0827456 38.1532443, 13.082751 38.1532486, 13.0827539 38.1532541, 13.0827538 38.1532602, 13.0827509 38.1532657, 13.0827454 38.1532699, 13.0827383 38.1532722, 13.0827307 38.1532722, 13.0827236 38.1532698, 13.0827183 38.1532656, 13.0827154 38.15326, 13.0827154 38.153254))",way,,,,
131,,,371082777,1442473424,,,1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3576887 38.1480896, 13.3577087 38.1481166, 13.357746 38.1481001, 13.357725 38.1480738, 13.3576887 38.1480896))",way,,,,
132,,,416132180,1462537757,,"{""alt_name"":""Regio Teatro Carolino"",""capacity"":""274""}",1,,,,,,Teatro Bellini,,,,,theatre,,,,,it:Teatro Bellini (Palermo),"POLYGON ((13.3629416 38.114941, 13.3630744 38.1149635, 13.3630583 38.1150224, 13.3630494 38.1150548, 13.3629167 38.1150324, 13.3629416 38.114941))",way,,,,
133,,,416389735,1605600848,,"{""capacity"":""150"",""wikidata"":""Q3982082""}",2,,8,,Via Montevergini,,Teatro Nuovo Montevergini,,,,,theatre,,,2005,,it:Teatro Nuovo Montevergini,"POLYGON ((13.3584712 38.1153674, 13.3583773 38.1153201, 13.358164 38.1152129, 13.3581725 38.1152024, 13.358131 38.1151761, 13.3581228 38.1151588, 13.3581221 38.1151403, 13.3581294 38.1151226, 13.358137 38.1151149, 13.3581444 38.1151074, 13.3581653 38.1150973, 13.3581892 38.1150935, 13.3582134 38.1150965, 13.3582466 38.1151128, 13.3582532 38.1151048, 13.3584622 38.1152133, 13.3584743 38.1152196, 13.3585572 38.1152618, 13.3584712 38.1153674))",way,,,,
134,,,418897527,1572657426,,"{""artist_name"":""Ignazio Marabitti""}",3,,,,,,Fontana del Cavalluccio Marino,,,,,fountain,,,,,it:Fontana del Cavallo Marino,"POLYGON ((13.3708428 38.1192782, 13.3708294 38.1192621, 13.37081 38.1192514, 13.3707878 38.1192469, 13.3707658 38.1192486, 13.3707464 38.1192557, 13.3707277 38.1192713, 13.3707201 38.1192862, 13.3707187 38.1193021, 13.3707237 38.1193177, 13.3707348 38.1193314, 13.3707456 38.119339, 13.3707651 38.1193465, 13.3707875 38.1193484, 13.37081 38.1193438, 13.3708296 38.1193329, 13.370843 38.1193166, 13.3708477 38.1192974, 13.3708428 38.1192782))",way,,,,
135,,,468998445,1521144582,,,3,,,,,,Anfiteatro Villa a Mare,,,,,theatre,,,,,,"POLYGON ((13.0806711 38.1538741, 13.0808764 38.1540709, 13.0809181 38.1540507, 13.080963 38.1540898, 13.0809918 38.1540721, 13.0810319 38.1541074, 13.0810496 38.1540923, 13.0810849 38.1541314, 13.0812597 38.1540166, 13.0811346 38.1538842, 13.0812035 38.1538439, 13.0811367 38.1537792, 13.0810223 38.1536686, 13.0809405 38.1537077, 13.0808491 38.1536219, 13.0806887 38.153719, 13.0807769 38.1537997, 13.0806711 38.1538741))",way,yes,,,
136,,,546273608,1513066004,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.4485657 38.0771298, 13.4485556 38.0771358, 13.4485435 38.077139, 13.4485308 38.077139, 13.4485187 38.0771358, 13.4485086 38.0771297, 13.4485013 38.0771211, 13.448498 38.0771111, 13.4484991 38.0771008, 13.4485044 38.0770914, 13.4485134 38.0770839, 13.448525 38.0770791, 13.448538 38.0770775, 13.4485509 38.0770795, 13.4485622 38.0770846, 13.4485708 38.0770925, 13.4485756 38.0771018, 13.4485763 38.0771118, 13.4485729 38.0771215, 13.4485657 38.0771298))",way,,,,
137,,,551739404,1515451471,,"{""artist_name"":""Ignazio Marabitti"",""natural"":""water"",""year_of_construction"":""1778""}",1,,,,,,Fontana del Genio a Villa Giulia,,,,,fountain,,,,,it:Fontana del Genio a Villa Giulia,"POLYGON ((13.3745638 38.1129739, 13.374569 38.112984, 13.3745698 38.1129929, 13.3745675 38.1130016, 13.3745622 38.1130095, 13.3745544 38.1130159, 13.3745446 38.1130204, 13.3745336 38.1130226, 13.3745223 38.1130223, 13.3745115 38.1130196, 13.3745021 38.1130146, 13.3744935 38.1130061, 13.374489 38.1129957, 13.3744892 38.1129848, 13.3744941 38.1129745, 13.374503 38.1129662, 13.374515 38.1129607, 13.3745287 38.1129587, 13.3745424 38.1129604, 13.3745546 38.1129657, 13.3745638 38.1129739))",way,,,,
138,,,551741784,1515453004,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3750259 38.1134064, 13.3750325 38.1134115, 13.3750366 38.1134181, 13.3750378 38.1134253, 13.375036 38.1134324, 13.3750313 38.1134387, 13.3750243 38.1134434, 13.3750156 38.1134461, 13.3750064 38.1134464, 13.3749976 38.1134444, 13.3749901 38.1134402, 13.3749847 38.1134343, 13.374982 38.1134274, 13.3749823 38.1134202, 13.3749856 38.1134134, 13.3749915 38.1134078, 13.3749993 38.1134041, 13.3750083 38.1134025, 13.3750175 38.1134033, 13.3750259 38.1134064))",way,,,,
139,,,551742258,1515453446,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3756511 38.1144537, 13.3756566 38.1144591, 13.3756623 38.1144653, 13.3756651 38.1144734, 13.3756639 38.1144824, 13.375658 38.1144902, 13.3756498 38.1144949, 13.3756401 38.114497, 13.3756287 38.1144974, 13.3756179 38.1144942, 13.3756076 38.1144898, 13.3755999 38.1144826, 13.3755962 38.1144746, 13.3755949 38.1144658, 13.3755996 38.1144569, 13.3756077 38.1144497, 13.3756192 38.1144464, 13.3756304 38.1144462, 13.3756415 38.1144495, 13.3756511 38.1144537))",way,,,,
140,,,551744944,1515455926,,"{""natural"":""water"",""tourism"":""attraction"",""wikidata"":""Q3759740""}",1,,,,,,Il Genio di Palermo,,,,,fountain,,,,,it:Genio di Piazza Rivoluzione,"POLYGON ((13.3665776 38.1141038, 13.3665862 38.1141119, 13.366591 38.1141217, 13.3665914 38.1141322, 13.3665875 38.1141422, 13.3665797 38.1141507, 13.3665688 38.1141568, 13.366556 38.1141597, 13.3665426 38.1141591, 13.3665303 38.1141552, 13.3665202 38.1141484, 13.3665135 38.1141394, 13.3665109 38.1141291, 13.3665126 38.1141187, 13.3665185 38.1141094, 13.366528 38.114102, 13.36654 38.1140975, 13.3665532 38.1140962, 13.3665662 38.1140984, 13.3665776 38.1141038))",way,,,,
141,,,551746957,1515457750,,"{""natural"":""water"",""water"":""basin""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3539298 38.1122105, 13.3539342 38.1122169, 13.3539358 38.1122241, 13.3539343 38.1122313, 13.35393 38.1122377, 13.3539232 38.1122426, 13.3539147 38.1122456, 13.3539055 38.1122462, 13.3538965 38.1122444, 13.3538888 38.1122405, 13.3538831 38.1122348, 13.3538801 38.1122279, 13.3538801 38.1122207, 13.353883 38.1122138, 13.3538887 38.1122081, 13.3538963 38.1122041, 13.3539053 38.1122022, 13.3539144 38.1122028, 13.3539229 38.1122056, 13.3539298 38.1122105))",way,,,,
142,,,551747811,1515458628,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3560422 38.1138295, 13.3560456 38.1138331, 13.3560474 38.1138375, 13.3560473 38.113842, 13.3560454 38.1138463, 13.3560419 38.1138499, 13.3560371 38.1138524, 13.3560315 38.1138536, 13.3560257 38.1138534, 13.3560201 38.1138515, 13.3560156 38.1138484, 13.3560127 38.1138442, 13.3560117 38.1138395, 13.3560127 38.1138348, 13.3560157 38.1138307, 13.3560202 38.1138275, 13.3560259 38.1138257, 13.3560319 38.1138255, 13.3560375 38.1138268, 13.3560422 38.1138295))",way,,,,
143,,,551747812,1515458628,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3566484 38.1140733, 13.3566495 38.1140778, 13.3566488 38.1140824, 13.3566462 38.1140865, 13.3566422 38.1140897, 13.356637 38.1140918, 13.3566312 38.1140925, 13.3566255 38.1140917, 13.3566204 38.1140895, 13.3566164 38.1140861, 13.356614 38.1140818, 13.3566135 38.114077, 13.356615 38.1140724, 13.3566184 38.1140685, 13.3566233 38.1140656, 13.3566291 38.1140642, 13.3566351 38.1140644, 13.3566408 38.1140661, 13.3566454 38.1140692, 13.3566484 38.1140733))",way,,,,
144,,,552465178,1515708189,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3569142 38.118582, 13.3569186 38.1185867, 13.3569209 38.1185922, 13.3569208 38.1185981, 13.3569182 38.1186036, 13.3569135 38.1186081, 13.3569073 38.1186112, 13.3569 38.1186125, 13.3568926 38.1186119, 13.3568859 38.1186095, 13.3568805 38.1186055, 13.3568771 38.1186003, 13.356876 38.1185945, 13.3568774 38.1185887, 13.356881 38.1185836, 13.3568866 38.1185797, 13.3568935 38.1185775, 13.3569009 38.1185771, 13.3569081 38.1185787, 13.3569142 38.118582))",way,,,,
145,,,552466295,1515708853,,"{""natural"":""water""}",1,,,,,,Magliocco,,,,,fountain,,,,,,"POLYGON ((13.3568326 38.1217134, 13.3568557 38.1216787, 13.3568985 38.1216964, 13.3568755 38.1217311, 13.3568326 38.1217134))",way,,,,
146,,,552479427,1515714812,,"{""natural"":""water"",""water"":""basin""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3516831 38.1319272, 13.3516372 38.1319394, 13.3515988 38.1319662, 13.3515473 38.132006, 13.3515703 38.1320344, 13.3515889 38.1320356, 13.3516148 38.1320529, 13.35164 38.1320697, 13.3516666 38.1320918, 13.3517075 38.1321005, 13.3517506 38.1320969, 13.351783 38.1320896, 13.3518076 38.1320496, 13.3518276 38.1319873, 13.3518005 38.1319519, 13.3517751 38.131948, 13.351751 38.1319306, 13.3517103 38.131934, 13.3516831 38.1319272))",way,,,,
147,,,552481685,1515716308,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3522391 38.1329321, 13.3522279 38.132928, 13.3522232 38.1329182, 13.3522586 38.1328751, 13.3522883 38.1328514, 13.3522949 38.1328363, 13.352317 38.1328277, 13.3523542 38.1328277, 13.3524232 38.1328486, 13.3524639 38.1328723, 13.3524922 38.1329043, 13.3525063 38.1329516, 13.352471 38.1329892, 13.352432 38.1330017, 13.3524002 38.132992, 13.3523559 38.1329642, 13.3523365 38.1329391, 13.3523157 38.1329201, 13.3522887 38.1329185, 13.3522627 38.132923, 13.3522528 38.1329286, 13.3522391 38.1329321))",way,,,,
148,,,552481993,1515716645,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.351176 38.1310574, 13.3511812 38.1310656, 13.3511825 38.1310747, 13.35118 38.1310836, 13.3511737 38.1310913, 13.3511646 38.131097, 13.3511535 38.1310999, 13.3511419 38.1310997, 13.351131 38.1310964, 13.3511227 38.131091, 13.351117 38.1310839, 13.3511144 38.1310757, 13.3511151 38.1310673, 13.351119 38.1310595, 13.3511259 38.131053, 13.351135 38.1310485, 13.3511454 38.1310465, 13.351157 38.1310472, 13.3511676 38.131051, 13.351176 38.1310574))",way,,,,
149,,,552482010,1515716749,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3507125 38.1317642, 13.3507195 38.1317715, 13.3507231 38.1317803, 13.3507228 38.1317896, 13.3507186 38.1317982, 13.3507109 38.1318052, 13.3507008 38.1318098, 13.3506892 38.1318115, 13.3506776 38.1318101, 13.3506678 38.1318061, 13.3506602 38.1317998, 13.3506554 38.131792, 13.3506539 38.1317834, 13.350656 38.1317748, 13.3506614 38.1317672, 13.3506695 38.1317613, 13.3506796 38.1317578, 13.3506913 38.1317569, 13.3507027 38.1317591, 13.3507125 38.1317642))",way,,,,
150,,,552484031,1515718916,,"{""natural"":""water""}",1,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3426995 38.1377863, 13.3427083 38.1377902, 13.3427149 38.1377961, 13.3427188 38.1378034, 13.3427193 38.1378114, 13.3427166 38.137819, 13.3427108 38.1378255, 13.3427027 38.1378301, 13.342693 38.1378324, 13.3426829 38.1378321, 13.3426737 38.1378293, 13.3426661 38.1378244, 13.342661 38.1378177, 13.3426588 38.1378102, 13.3426598 38.1378024, 13.3426639 38.1377954, 13.3426707 38.1377897, 13.3426796 38.137786, 13.3426896 38.1377848, 13.3426995 38.1377863))",way,,,,
